acceleration_autocorrelation,acceleration_change_rate,acceleration_jerk_cross_correlation,acceleration_kurtosis,acceleration_max,acceleration_mean,acceleration_median,acceleration_min,acceleration_quantile25,acceleration_quantile75,acceleration_skewness,acceleration_std,jerk_kurtosis,jerk_max,jerk_mean,jerk_median,jerk_min,jerk_quantile25,jerk_quantile75,jerk_skewness,jerk_std,num_hard_accelerations,num_hard_brakes,num_hard_turns,speed_acceleration_cross_correlation,speed_autocorrelation,speed_change_rate,speed_kurtosis,speed_max,speed_mean,speed_median,speed_min,speed_quantile25,speed_quantile75,speed_skewness,speed_std,label
0.4985855289148687,-0.5409063023637727,1.601550615424534,-0.315776162120356,-0.02396520013667002,-0.1791667345233404,-0.29281618256568454,0.30304476668332697,-0.22368803773242013,-0.4055002037969063,0.6677887268885776,-0.20323363614706327,-0.6024827722845135,-0.7801542896814312,0.7662574942256606,0.6833463702238802,0.6006914598672783,0.8610945586065473,0.14350502572376145,-0.6594531264926569,-0.6291754671148014,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,-0.1471886223951081,0.1865473499667824,-0.417713316614992,-0.480501285191615,1.3484725653603997,1.526594765393067,1.495037079137722,1.687192333822881,1.5693561263426323,1.4557205117716376,-0.27871744527736675,-0.5254259955776485,Aggressive
0.4435846977776353,-0.531046968287933,-1.0078721316140884,-0.31190177033518174,-0.015652432288270055,0.22966870883043383,0.10622945319572692,0.5984445539080825,0.2967338919585262,-0.11665394071283613,0.6706095419752858,-0.42328350994083397,-0.2637431419545395,-0.5699478857694559,-1.135597460457128,-1.260660656205374,0.7489642260589137,-0.32544620707501065,-0.9331382116697441,0.8326234834745132,-0.6700863148753714,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,-1.5558291124985733,0.22105873958584873,-0.5927103995458459,0.472027466242579,1.5058524447639947,1.758531704546528,1.745985918646304,1.8581009525836916,1.8854262759520408,1.6140957675645613,-1.7902059693105958,-0.7383783189389458,Aggressive
0.48722223492189537,-0.13427986966201869,-0.48904599845883806,-0.5152625064424036,1.0724030993050147,1.3301956886887423,1.4121492083600766,0.8607252916728265,0.7864160536354972,1.3668297717285511,0.08721180377140707,0.38276246567515926,-0.7313833075349031,-0.4700714119254104,0.37805531130279846,0.7583814224150249,0.31534760384016985,0.2398299575694337,0.27930153298453425,-0.3212261908955138,-0.23699840066902503,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.1381997021035701,0.2721033190128668,0.6642818075971361,-0.43099290744443486,-0.2737521401070739,-0.6170950539273244,-0.7380831484135008,-0.705218675583089,-0.794845854771512,-0.4206742479187084,0.12075372136777246,1.0911867054906055,Aggressive
0.16360023664239648,1.2166639311501535,-0.33263839460099426,-0.4345774145646847,-0.6658423292682017,-1.0941739115485074,-0.8579439844900809,-1.1457938814747355,-1.234536752529421,-0.5662281343316731,-0.39146267342386587,0.5139387244163827,-0.7145800004818296,0.5547025471550118,-0.6883872106494289,-1.7950195803895814,-0.8713869980996986,-1.5636780297144208,1.1449410406478664,0.05657975335904261,1.0074396601716344,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,-0.334208811049696,0.25469103650061425,0.34269225749257254,-0.45494481475660753,1.8038272605787902,1.6926147820514528,1.5127548799383332,1.692141213614062,1.6192895557414428,1.8080156976381994,0.11079785246925253,0.5948789254938518,Aggressive
0.3653300536518739,-0.02536187903443478,-0.5132483678507274,-0.5465758744142412,0.6917706145600088,1.2520111851919036,1.5316121623263363,0.9113515868051271,0.6127578994054848,1.362291377296603,-0.26647476146117877,0.15947241157540204,-0.4034328328046935,0.0526376216175639,0.9775042418381168,0.17791605814639183,-0.04968881353863244,0.6871914104651878,0.7222859672391875,-0.2607982346139184,0.04166619772518881,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.325677504259187,0.27360603387331484,0.5447566844559132,-0.4337410976693368,-0.3303103077018551,-0.6382395114581961,-0.6844728546977158,-0.705218675583089,-0.7989945496506169,-0.4968708772356,0.015336917580815356,0.8272246513050867,Aggressive
0.49648974778559074,-0.6575690269597996,-0.2337888587710945,-0.4536888770260441,0.5196595357962108,0.6495102803703081,0.08851470811321202,0.9021857657584541,0.5047647976996431,0.70738535584858,0.724245172475589,0.00805062452858894,-0.176882067776155,-0.349337039127359,0.6384048313599965,0.12270535025335258,0.5143248127255685,1.0819900363653803,-0.5025701549483833,0.41485348088610485,-0.5265111453704379,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.5856355278493068,0.2635822132573012,-0.29732528768541633,-0.08410145230139339,-0.7332266302648972,-0.847729250827923,-0.9193051964544673,-0.705218675583089,-0.7993818146838637,-0.8967287838811427,0.7390597159641529,-0.10694046346004439,Aggressive
0.5646046182856999,-1.2038798644260311,-0.6633773851386544,-0.5950210579160354,-0.599590541333231,0.17163145165292287,0.2316317970793585,0.7721758694576507,0.41991676652198134,-0.1096423798036811,-0.14441608306819423,-0.8947858918270759,-0.2419083185824026,-1.2171396562387458,0.28212919491673394,0.4365274144246051,1.1044103792058328,1.1506541077134627,-0.7935045320878827,-1.0261476672788896,-1.2401569036959808,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.5209973893021722,0.26378298214852713,-0.8305052548758534,-0.23047943381760644,1.0360570764506198,1.1905600226774515,1.142458421973123,1.4170035238263647,1.2738056680512835,1.0687011415988865,0.47301747658157367,-0.7060657176857017,Aggressive
0.3450501583978591,0.6977314281739522,-0.14794742650760026,-0.37291956378685037,-0.4494649165747895,-1.5836117282570183,-1.9819367379624284,-1.427500139952572,-1.7172437334436688,-0.9916765356740833,0.5153667496295606,0.6362929644719827,-0.6885275716814453,0.15143538872355147,-1.037108024450683,-1.1956262753466032,-0.3021046300940079,-1.2938133166598955,0.39769356525200944,0.023892894608742825,0.5635715604663089,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.5074085103561983,0.2729092130436278,1.0471682013103656,-0.3678464606195872,0.9869184904724849,0.9212494147278384,0.9733407368115673,0.479742591787993,0.7939479221083819,1.0736595734049827,-0.7591196935435357,1.0418933691941605,Aggressive
0.3450501583978591,0.6977314281739522,-0.14794742650760026,-0.37291956378685037,-0.4494649165747895,-1.5836117282570183,-1.9819367379624284,-1.427500139952572,-1.7172437334436688,-0.9916765356740833,0.5153667496295606,0.6362929644719827,-0.6885275716814453,0.15143538872355147,-1.037108024450683,-1.1956262753466032,-0.3021046300940079,-1.2938133166598955,0.39769356525200944,0.023892894608742825,0.5635715604663089,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.5074085103561983,0.2729092130436278,1.0471682013103656,-0.3678464606195872,0.9869184904724849,0.9212494147278384,0.9733407368115673,0.479742591787993,0.7939479221083819,1.0736595734049827,-0.7591196935435357,1.0418933691941605,Aggressive
0.3751886387026237,-0.7468000657476477,0.14401843952376897,-0.4978692986732899,-0.1411115605455874,0.37434172162399376,0.2131147677596696,0.8251258445599976,0.4553313263026313,0.3079689998392168,0.5283206399365913,-0.5615951860732287,0.22659056102680958,-0.44756250496365735,-0.16924642832655137,-0.3718770954898728,0.5847846015795385,0.6433473481687619,-0.9854114029801688,0.6781842316568126,-0.6631456909130109,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,-1.2094435002137844,0.26239701787212405,-0.5977038343504222,-0.23692004208841674,1.0584948756859878,1.26572888270848,1.3065770890593447,1.312200521376212,1.32410339215411,1.181561529985895,-1.1604607139045235,-0.39931877465543747,Aggressive
0.36467480710021893,0.7900198219328138,-0.12780791009885653,-0.2501063100422022,-0.9103535113310313,-1.423387604712364,-0.6781234524533588,-2.1714543559144817,-1.707899001731898,-0.7480688413299122,-0.9564327880453719,1.122949751364198,0.11292339123733469,1.6640692620342792,-0.29653030605707825,-0.3663264328044526,-0.21670856590706558,-1.6608838500177303,-0.18244868385440255,0.9037945720267374,0.9588269215158146,-0.2121821954712471,1.861515030408991,0.20895210855727575,1.0611783032041553,0.2575939676788476,0.5932873879293861,-0.3001029102294893,1.0380817414448356,1.0693152610191827,1.2636996994567364,0.6966818579322592,0.9542503896194384,1.1402948955286958,-1.1036249321546006,0.9647659919519979,Aggressive
-0.7514503049824783,-1.1595850207869902,-1.0696077354729134,1.0263622322022135,-0.5457807737751683,0.5142915595716467,0.5403516264111855,1.085934518756157,1.0138889416975672,-0.0701179878234531,-1.665760368077471,-1.2848063963269216,-0.05220150457173417,-1.0224358544003758,0.043600965372749184,0.08621441937083177,1.0193051791469763,1.0590847809626653,-0.9678370585360654,0.25743754802319924,-1.1269618831649784,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,0.2153907752178359,0.28171813821527303,-0.4871138709532045,-0.4148347671675925,1.188613249121049,1.2880441500610522,1.2704261031983257,1.371944652781968,1.3188723319170854,1.2237218081752843,-0.3452450655310837,-0.3343688629611479,Aggressive
0.5169591670955097,-0.7250235341279743,-1.176772141800101,-0.5111576651510923,-0.7977781993915984,-0.8236994016488287,-0.5667229024393649,-0.2985355116212864,-0.691355582750458,-0.7957495446026268,-0.29807826036867935,-0.3540200036372853,-0.6833032513119885,-0.8436939487351492,-0.8701788699973599,-0.7661799900882174,0.8386871470722282,0.07781199785195052,-0.8998538256248859,0.28342795459994374,-0.820095332021944,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.6579483225224754,0.2741975363192303,-0.24439375312406061,-0.2409163820407306,1.1985019874318812,1.3532658743161918,1.4138857000522602,1.2702204799997725,1.3758208591548893,1.3090857765121475,-1.1188353534223556,-0.07546682426056407,Aggressive
0.3108518147955336,0.05920239774313687,0.09606453613832967,-0.5410138252427581,0.9777978876249531,1.115988055204795,0.9197845177664513,0.9185904850861843,0.7090129909283933,1.216250680245695,0.30342248801144367,0.2592908376489329,0.5473755423155928,0.8894466416425794,-0.21376445804900154,-0.7958316276933062,0.16310108485187452,-0.33584574968194914,-1.0388845168572198,1.4827329258969182,0.2913180361588046,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,-1.2963540867126822,0.27164306476624944,0.3610523149570869,-0.3075527452349626,1.4566869164266871,1.5146130647768297,1.6241044556368438,1.231228107674689,1.4459838293256444,1.5728328027109755,-0.9922779509043503,0.6483162008955178,Aggressive
0.2782198912095194,0.8941701178421203,0.10952784884877734,-0.44327076121824005,-0.3745293504123583,-1.1583295308500412,-1.1211599960505183,-1.123933002732132,-1.4712395233427105,-0.7695698515703249,0.12391541951066416,0.5449404407537081,-0.743620511637614,0.32039028019718674,-1.0845186859464746,-1.6131416264206706,-0.40777537326698066,-1.3099209852492864,0.7652931495478893,0.05838326409569656,0.6962042539397844,-0.2121821954712471,-0.1838571952994876,-0.23884346934126016,1.4880560636671984,0.25948827294448684,0.5483919527428658,-0.17827550991963614,1.1076563329443163,1.2102769596810545,1.301153312912428,0.9566255863665282,1.1994156152710977,1.2099620413628842,-1.148385487626372,0.2551672858793981,Aggressive
